time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-04T22:29:45.422Z,39.606,143.6959,10,5.1,mww,,66,2.336,0.74,us,us6000h278,2022-05-07T21:32:54.040Z,"150 km E of Miyako, Japan",earthquake,4.3,1.8,0.069,20,reviewed,us,us
2022-03-04T21:03:47.961Z,39.6366,143.4995,10,4.7,mb,,75,2.191,0.66,us,us6000h25n,2022-05-07T21:32:53.040Z,"133 km E of Miyako, Japan",earthquake,5.9,1.7,0.067,67,reviewed,us,us
2022-02-27T12:17:18.453Z,42.7074,146.4735,39.21,4.5,mb,,135,2.553,0.37,us,us6000h0ie,2022-05-07T21:32:35.040Z,"100 km SE of Nemuro, Japan",earthquake,8.2,7.4,0.061,78,reviewed,us,us
2022-02-27T11:11:08.641Z,42.7583,146.5208,36.97,4.7,mb,,127,2.6,0.45,us,us6000h0i0,2022-05-07T21:32:34.040Z,"99 km SE of Nemuro, Japan",earthquake,8.3,7.4,0.064,73,reviewed,us,us
2022-02-26T05:49:52.386Z,39.3263,142.4203,51.55,4.9,mb,,97,1.793,0.68,us,us6000h0ak,2022-05-07T21:32:33.040Z,"43 km ESE of Yamada, Japan",earthquake,7.9,6.5,0.061,85,reviewed,us,us
2022-02-25T23:32:03.717Z,37.5261,141.2847,58.34,4.6,mb,,118,19.725,0.78,us,us6000h08q,2022-05-04T13:40:49.040Z,"25 km E of Namie, Japan",earthquake,10.9,5.9,0.049,126,reviewed,us,us
2022-02-24T05:18:38.671Z,37.4192,142.9545,10,4.8,mb,,163,3.672,0.35,us,us6000gzq2,2022-05-04T13:40:15.040Z,"173 km E of Namie, Japan",earthquake,8.9,1.8,0.111,25,reviewed,us,us
2022-02-22T03:13:18.152Z,32.5642,141.7934,10,4.6,mb,,72,1.754,1.11,us,us7000gmvc,2022-05-04T13:39:35.040Z,"Izu Islands, Japan region",earthquake,7.5,1.8,0.058,89,reviewed,us,us
2022-02-21T02:38:57.723Z,35.919,140.8058,55.77,4.5,mb,,134,2.189,0.62,us,us6000h01j,2022-05-04T13:39:08.040Z,"15 km ESE of Kashima-shi, Japan",earthquake,9.2,5.8,0.222,6,reviewed,us,us
2022-02-21T01:12:51.371Z,36.2176,140.984,36.09,4.6,mb,,72,2.262,0.73,us,us7000gmj0,2022-05-04T13:39:07.040Z,"37 km ESE of ?arai, Japan",earthquake,6.9,5.5,0.059,86,reviewed,us,us
2022-02-20T22:11:40.192Z,34.0214,137.1949,343.74,4.5,mb,,53,1.047,0.68,us,us7000gmi7,2022-05-04T13:39:04.040Z,"60 km SSE of Toba, Japan",earthquake,3.5,4.6,0.037,216,reviewed,us,us
2022-02-18T02:55:07.832Z,38.2149,141.689,56.19,5.1,mww,,52,2.616,0.76,us,us7000glv1,2022-04-30T14:18:24.040Z,"40 km ESE of Ishinomaki, Japan",earthquake,6.8,4.5,0.073,18,reviewed,us,us
2022-02-17T09:17:45.652Z,42.0783,142.5361,50.09,4.9,mb,,82,0.466,0.73,us,us7000gllk,2022-04-30T14:18:22.040Z,"31 km SSE of Shizunai-furukawach?, Japan",earthquake,5.7,5,0.029,367,reviewed,us,us
2022-02-14T13:37:49.771Z,35.8658,140.5794,44.97,4.5,mb,,106,2.032,0.65,us,us7000gkrt,2022-04-30T14:18:12.040Z,"3 km WNW of Omigawa, Japan",earthquake,6,4.9,0.052,108,reviewed,us,us
2022-02-13T06:50:33.361Z,42.4366,144.1559,45.77,4.9,mb,,133,0.853,0.5,us,us7000gkfy,2022-04-30T14:18:05.040Z,"62 km SSW of Kushiro, Japan",earthquake,7.6,7.1,0.026,453,reviewed,us,us
2022-02-11T00:04:58.487Z,37.1392,141.0558,38.73,4.5,mb,,149,2.36,0.73,us,us7000gjv7,2022-04-19T17:39:48.040Z,"18 km ENE of Iwaki, Japan",earthquake,11,9.1,0.11,24,reviewed,us,us
2022-02-05T22:30:10.863Z,41.5926,142.0664,60.03,4.5,mwr,,126,0.918,0.63,us,us7000gibe,2022-04-19T17:38:39.040Z,"78 km ENE of Mutsu, Japan",earthquake,5.3,6.3,0.069,20,reviewed,us,us
2022-02-05T02:46:40.020Z,31.7182,142.455,10,4.6,mb,,127,2.632,0.52,us,us7000gi61,2022-04-19T17:38:32.040Z,"Izu Islands, Japan region",earthquake,6.4,1.8,0.095,35,reviewed,us,us
2022-02-01T09:18:31.815Z,32.5773,141.7342,10,4.6,mb,,119,1.703,0.45,us,us7000ggx0,2022-04-15T17:57:10.040Z,"Izu Islands, Japan region",earthquake,7.8,1.8,0.056,94,reviewed,us,us
2022-01-28T21:00:33.625Z,39.1553,142.3933,51.98,4.5,mwr,,97,1.925,0.43,us,us7000gg12,2022-04-09T20:19:16.040Z,"47 km ESE of Kamaishi, Japan",earthquake,7.9,5.2,0.068,21,reviewed,us,us
2022-01-28T18:57:33.476Z,40.4992,145.1024,10,4.5,mb,,44,2.108,0.6,us,us7000gfzl,2022-04-09T20:19:16.040Z,"281 km SSE of Kushiro, Japan",earthquake,6.7,1.8,0.069,70,reviewed,us,us
2022-01-28T16:32:30.002Z,38.618,144.8209,10,5,mb,,48,3.618,1.09,us,us7000ghnq,2022-04-09T20:19:15.040Z,"265 km ESE of Yamada, Japan",earthquake,8,1.2,0.127,20,reviewed,us,us
2022-01-28T01:35:04.834Z,38.209,141.7501,61.12,4.5,mb,,130,2.631,0.71,us,us7000gfqn,2022-04-09T20:19:12.040Z,"45 km ESE of Ishinomaki, Japan",earthquake,7.7,5.6,0.106,28,reviewed,us,us
2022-01-26T21:09:14.687Z,35.9769,140.4839,59.74,4.5,mb,,122,1.923,0.69,us,us7000gfd9,2022-04-09T20:19:08.040Z,"7 km NW of Itako, Japan",earthquake,6.3,3.3,0.065,68,reviewed,us,us
2022-01-21T20:31:51.252Z,32.7042,132.0314,44.84,4.9,mb,,55,1.058,0.83,us,us7000ge07,2022-04-01T17:40:26.040Z,"29 km SSE of Saiki, Japan",earthquake,4.9,5,0.048,143,reviewed,us,us
2022-01-21T18:17:11.388Z,32.7153,132.0625,46.9,4.5,mb,,94,1.077,0.67,us,us7000gdyu,2022-08-06T13:09:03.684Z,"30 km SSE of Saiki, Japan",earthquake,5.3,7.6,0.113,27,reviewed,us,us
2022-01-21T16:21:42.172Z,32.7084,131.9951,56.77,4.7,mb,,48,1.772,1.05,us,us7000gfwc,2022-04-01T17:40:37.040Z,"28 km SSE of Saiki, Japan",earthquake,3.6,8,0.13,20,reviewed,us,us
2022-01-21T16:08:37.210Z,32.7282,132.0386,39,6.3,mww,,25,1.813,1.11,us,us7000gdwz,2023-02-10T15:51:03.910Z,"27 km SSE of Saiki, Japan",earthquake,5.8,1.9,0.073,18,reviewed,us,us
2022-01-19T19:54:21.596Z,31.4205,142.1309,10,4.5,mb,,126,2.59,0.72,us,us7000gdb3,2022-04-01T17:40:19.040Z,"Izu Islands, Japan region",earthquake,5,1.8,0.093,34,reviewed,us,us
2022-01-15T01:28:18.068Z,38.3009,141.6637,66.99,4.5,mb,,130,2.528,0.52,us,us7000gc5l,2022-04-01T17:40:10.040Z,"34 km ESE of Ishinomaki, Japan",earthquake,3,5.9,0.082,49,reviewed,us,us
2022-01-13T06:26:17.295Z,31.0376,131.4666,47.3,4.7,mb,,115,0.987,0.6,us,us7000gbjl,2022-03-19T22:07:56.040Z,"54 km SSE of Kushima, Japan",earthquake,6.4,7.1,0.074,56,reviewed,us,us
2022-01-04T05:35:08.213Z,37.7085,141.5249,61.35,4.5,mb,,97,2.894,0.47,us,us7000g8ui,2022-03-12T22:19:06.040Z,"52 km ENE of Namie, Japan",earthquake,9.8,7.9,0.132,17,reviewed,us,us
